HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.base_sentence,Input.phrase,Input.edited_sentence,Answer.sentiment.label
322ZSN9Z5HKG9GINY7QPI8C3BQG4TX,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:26 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:26 PST 2020,,,3L4D84MIL0SIU987RN16YBUN373JHI,AKSJ3C5O3V9RB,Submitted,Sat Feb 22 15:59:23 PST 2020,Sat Feb 22 15:59:55 PST 2020,Tue Feb 25 15:59:55 PST 2020,,,,32,100% (1/1),100% (1/1),100% (1/1),Samardžić ( Serbian Cyrillic : Самарџић ) is a Serbian surname .,originally,Samardžić ( Serbian Cyrillic : Самарџић ) is originally a Serbian surname .,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3GS542CVJWNFLKD9E64IW0H5HF8593,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,39KFRKBFIOVIHFPTH0XZS76CSXQOY5,A3P7M9666KJCP,Submitted,Sat Feb 22 15:59:59 PST 2020,Sat Feb 22 16:00:09 PST 2020,Tue Feb 25 16:00:09 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),"The album most notably contained Imran Khan 's hit singles Amplifier , and Ni Nachleh .",Gora Gora Rang,"The album most notably contained Imran Khan 's hit singles Amplifier , Gora Gora Rang and Ni Nachleh .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3XUSYT70IU1ST34PTG381144RSCD07,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3KWTYT08713C96CCT6CAPT4P2NH5LP,AFKZZEURTCR8U,Submitted,Sat Feb 22 15:54:10 PST 2020,Sat Feb 22 15:54:55 PST 2020,Tue Feb 25 15:54:55 PST 2020,,,,45,0% (0/0),0% (0/0),0% (0/0),"When John Armstrong -- the only similarly qualified and more senior Navy captain -- was pronounced unfit for seagoing duty , Dowling was given the chance to command Australia 's first aircraft carrier , , commissioned in England 16 December 1948 .",on,"When John Armstrong -- the only similarly qualified and more senior Navy captain -- was pronounced unfit for seagoing duty , Dowling was given the chance to command Australia 's first aircraft carrier , , commissioned in England on 16 December 1948 .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3MGHRFQY2MPVREZGPCQMEME59GHY0Z,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3GM6G9ZBKOXY0Q5NUEVNSMPSIVSTM5,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:56:02 PST 2020,Sat Feb 22 15:56:21 PST 2020,Tue Feb 25 15:56:21 PST 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),"Jyrki 's low and operatic vocal tone is reminiscent of fellow bass Peter Steele of the Gothic metal band Type O Negative and has been heavily influenced by Elvis Presley , Jim Morrison and Glenn Danzig .","Peter Murphy ,","Jyrki 's low and operatic vocal tone is reminiscent of fellow bass Peter Steele of the Gothic metal band Type O Negative and has been heavily influenced by Peter Murphy , Elvis Presley , Jim Morrison and Glenn Danzig .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
34R3P23QHT12D9AC8JFJZHS6KPKHWM,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3ZDAD0O1T2D9U24R8LXW335QPZCTXP,A681XM15AN28F,Submitted,Sat Feb 22 15:56:29 PST 2020,Sat Feb 22 15:56:48 PST 2020,Tue Feb 25 15:56:48 PST 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),"Bhadia or Bhariya is gotra ( clan ) of Jats found in Churu and Sikar districts of Rajasthan , India .",or Bharia,"Bhadia or Bhariya or Bharia is gotra ( clan ) of Jats found in Churu and Sikar districts of Rajasthan , India .","Wikification ( formating style, adding or removing links etc)"
33W1NHWFYILWCD6CJ0GFC4PCCLIZT3,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:29 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:29 PST 2020,,,3OLF68YTNA1NFKEX2R0T2RFRX5WFA0,A681XM15AN28F,Submitted,Sat Feb 22 16:00:31 PST 2020,Sat Feb 22 16:00:46 PST 2020,Tue Feb 25 16:00:46 PST 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),"The fruit is dark purple oval berry 1 cm long , edible but with an insipid taste .",a,"The fruit is a dark purple oval berry 1 cm long , edible but with an insipid taste .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3P7RGTLO6FDW8M8HDZMOUKB7KNLAK8,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,39GAF6DQWS0GHTNN6NC49CPAH5DV1F,A681XM15AN28F,Submitted,Sat Feb 22 15:54:34 PST 2020,Sat Feb 22 15:54:44 PST 2020,Tue Feb 25 15:54:44 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),Anderson 's involvement with Mallard including recording with the group .,", but Harkleroad later destroyed these recordings","Anderson 's involvement with Mallard including recording with the group , but Harkleroad later destroyed these recordings .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3UOMW19E6E6HJIKCQQE9YQIDN0B5CK,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3OHYZ19UGD5HLXRQ1UJJPLO5P6NAOH,AE03LUY7RH400,Submitted,Sat Feb 22 16:00:17 PST 2020,Sat Feb 22 16:00:27 PST 2020,Tue Feb 25 16:00:27 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),The Animated Series '' costume and the long - ears from the '' Batman Beyond '' costume .,are added to the costume,The Animated Series '' costume and the long - ears from the '' Batman Beyond '' costume are added to the costume .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
36AZSFEYZ50F777LIH0RR46UI3CVB9,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3WRFBPLXRBOZJRSTR04WNOAUTMPN3I,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 15:50:34 PST 2020,Sat Feb 22 15:51:05 PST 2020,Tue Feb 25 15:51:05 PST 2020,,,,31,0% (0/0),0% (0/0),0% (0/0),"Amongst the Yorubas of West Africa , for example , there is a popular belief that the numerous members of the tribe are all descendants of Oduduwa , their semi-mythical emperor and founding father .",who is believed to have reigned in the 11th century,"Amongst the Yorubas of West Africa , for example , there is a popular belief that the numerous members of the tribe are all descendants of Oduduwa , their semi-mythical emperor and founding father who is believed to have reigned in the 11th century .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3FBEFUUYRL5P97NSBVSNK16PJS1A63,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:29 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:29 PST 2020,,,32XVDSJFP0X4GRBABZBRRZG2IIGM27,A1R5W4RQZTROD8,Submitted,Sat Feb 22 15:58:52 PST 2020,Sat Feb 22 15:59:36 PST 2020,Tue Feb 25 15:59:36 PST 2020,,,,44,0% (0/0),0% (0/0),0% (0/0),Coniine disrupts the workings of the central nervous system through action on nicotinic acetylcholine receptors .,"has a chemical structure and pharmacological properties similar to nicotine , and","Coniine has a chemical structure and pharmacological properties similar to nicotine , and disrupts the workings of the central nervous system through action on nicotinic acetylcholine receptors .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3NI0WFPPIAGT8UPAJTVUVVUCA6P062,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3XLBSAQ9Z5CB1Z7ZW0IGVSTJ82JZ7G,A10443E11ZWEHJ,Submitted,Sat Feb 22 15:58:25 PST 2020,Sat Feb 22 15:58:46 PST 2020,Tue Feb 25 15:58:46 PST 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),"Following the success EP , the band began working on their first full - length album .",of the,"Following the success of the EP , the band began working on their first full - length album .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3MNJFORX8C4OMU4MHS4A6W3GKD3F55,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3MMN5BL1W04T197TFZPWA9LUOWG3MZ,A3QZMGTVA4VO44,Submitted,Sat Feb 22 15:55:06 PST 2020,Sat Feb 22 15:55:19 PST 2020,Tue Feb 25 15:55:19 PST 2020,,,,13,0% (0/0),0% (0/0),0% (0/0),Taiwanese inhabitants were then Second - class citizen under the Japanese rule .,becoming,Taiwanese inhabitants were then becoming Second - class citizen under the Japanese rule .,"Adding spammy, useless or derogatory content"
3NRZ1LDP7X6YKLD52J7V7UOFNIXZPY,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,374TNBHA8CVL2R29WDP3HC1C7Y7YQM,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:56:45 PST 2020,Sat Feb 22 15:56:55 PST 2020,Tue Feb 25 15:56:55 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),His testimony at the Lindy Chamberlain trial in 1982 assisted her conviction for the murder of her baby daughter Azaria .,wrongful,His testimony at the Lindy Chamberlain trial in 1982 assisted her wrongful conviction for the murder of her baby daughter Azaria .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3L21G7IH48WVY3KYLVUMSRXFE8NY12,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3VHP9MDGROKB8ZBVM5WK8M5FX8HFC2,AKSJ3C5O3V9RB,Submitted,Sat Feb 22 16:00:34 PST 2020,Sat Feb 22 16:00:54 PST 2020,Tue Feb 25 16:00:54 PST 2020,,,,20,100% (1/1),100% (1/1),100% (1/1),She also co-hosts the podcast '' Bailey Jay Radio '' with her photographer Matthew Terhune .,and husband,She also co-hosts the podcast '' Bailey Jay Radio '' with her photographer and husband Matthew Terhune .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3RQVKZ7ZRLJJ846THQ40KXNN2FT72S,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3GS6S824SRXWAPUH1KFYSLLRRFKWNY,A681XM15AN28F,Submitted,Sat Feb 22 15:58:10 PST 2020,Sat Feb 22 15:58:17 PST 2020,Tue Feb 25 15:58:17 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),"Xiangqi at the 2010 Asian Games was held in Guangzhou , China from November 13 to 19 , 2010 .","Chess Institute , Guangzhou","Xiangqi at the 2010 Asian Games was held in Guangzhou Chess Institute , Guangzhou , China from November 13 to 19 , 2010 .","Adding spammy, useless or derogatory content"
3DGDV62G7P98EAATDCYHKJE829Z2PU,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3LEP4MGT3H0V0A5THZ5Z92WC3A1DBI,A3QZMGTVA4VO44,Submitted,Sat Feb 22 15:59:40 PST 2020,Sat Feb 22 15:59:54 PST 2020,Tue Feb 25 15:59:54 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),"In a male , it develops into a system of connected organs between the testis and the prostate , namely the rete testis , the efferent ducts , the vas deferens , the seminal vesicle , and the prostate .","epididymis , the","In a male , it develops into a system of connected organs between the testis and the prostate , namely the rete testis , the efferent ducts , the epididymis , the vas deferens , the seminal vesicle , and the prostate .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
32K26U12DOO8M455WDRXMUUULOOVDG,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3QL2OFSM97INWROCKTFXGREOZZ2CN5,A1R5W4RQZTROD8,Submitted,Sat Feb 22 15:50:32 PST 2020,Sat Feb 22 15:50:42 PST 2020,Tue Feb 25 15:50:42 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),"Operating BBC World News news and information service , BBC Entertainment , BBC Lifestyle , BBC Knowledge , CBeebies , and BBC HD .","BBC First , BBC Earth , BBC Brit ,","Operating BBC World News news and information service , BBC Entertainment , BBC Lifestyle , BBC Knowledge , BBC First , BBC Earth , BBC Brit , CBeebies , and BBC HD .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3ULIZ0H1VB5XWFAEATPPHUZMJ3K51U,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:29 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:29 PST 2020,,,33LKR6A5KFK141JY1SCP8U1PKKXT1X,A681XM15AN28F,Submitted,Sat Feb 22 15:54:44 PST 2020,Sat Feb 22 15:55:04 PST 2020,Tue Feb 25 15:55:04 PST 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),"Aladin ( Eenasul Fateh ) is a British - Bangladeshi living in London , son of a Bengali ambassador .",and is the,"Aladin ( Eenasul Fateh ) is a British - Bangladeshi living in London , and is the son of a Bengali ambassador .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3YLPJ8OXX9DNQXR73HRM7BX9OM44XG,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,3Z7VU45IPZHXQDSX7K17UI265GJZ1J,A3QJ14Y7N8VQ42,Submitted,Sat Feb 22 15:57:42 PST 2020,Sat Feb 22 15:58:29 PST 2020,Tue Feb 25 15:58:29 PST 2020,,,,47,0% (0/0),0% (0/0),0% (0/0),"On October 20 , 2009 , Erickson Retirement Communities filed for Chapter 11 Bankruptcy .",succumbed to the credit crisis and,"On October 20 , 2009 , Erickson Retirement Communities succumbed to the credit crisis and filed for Chapter 11 Bankruptcy .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3S1L4CQSFY5LS0G3COVRE7J2CR4AF6,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:32 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:32 PST 2020,,,3EWIJTFFVP7Z8TGJFEJUV3IECI60ED,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 16:01:32 PST 2020,Sat Feb 22 16:02:36 PST 2020,Tue Feb 25 16:02:36 PST 2020,,,,64,0% (0/0),0% (0/0),0% (0/0),"The name of the country had internally been Iran since the time of the Sassanid Empire ( 224 -- 651 ) , whereas the name Persia is descended from Greek '' Persis '' ( Περσίς ) .",", referring to a single province","The name of the country had internally been Iran since the time of the Sassanid Empire ( 224 -- 651 ) , whereas the name Persia is descended from Greek '' Persis '' ( Περσίς ) , referring to a single province .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
36KM3FWE3SCCCU3F230M19U85H9071,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:35 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:35 PST 2020,,,3WYP994K18RSS9JPH4B5B7KL7XW6YY,A3QZMGTVA4VO44,Submitted,Sat Feb 22 15:58:05 PST 2020,Sat Feb 22 15:58:13 PST 2020,Tue Feb 25 15:58:13 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),"She develops a split personality , her alternate side known as '' Nyū '' due to it initially being only word she can say , after a failed assassination attempt .",the,"She develops a split personality , her alternate side known as '' Nyū '' due to it initially being the only word she can say , after a failed assassination attempt .","Adding spammy, useless or derogatory content"
3N2YPY1GI7YDEAJ5S82HSCCFL0PVE9,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:28 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:28 PST 2020,,,39JEC7537V104WXLMK1OQ881L25VC6,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 16:02:57 PST 2020,Sat Feb 22 16:03:22 PST 2020,Tue Feb 25 16:03:22 PST 2020,,,,25,0% (0/0),0% (0/0),0% (0/0),"In week 3 , Sanu threw an 18 - yard touchdown pass to his quarterback , Andy Dalton in a 33 -- 7 victory over the Tennessee Titans .",", a notable red - haired male ,","In week 3 , Sanu threw an 18 - yard touchdown pass to his quarterback , Andy Dalton , a notable red - haired male , in a 33 -- 7 victory over the Tennessee Titans .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
