,base_sentence,phrase,edited_sentence,label,base_tokens,phrase_tokens,edited_tokens,Final_Text
794,"it totalled $ 277 million over its opening weekend , an american record , the biggest opening for a romantic comedy film , beating '' my best friend 's wedding '' ( which also starred julia roberts ) ",us,"it totalled us $ 277 million over its opening weekend , an american record , the biggest opening for a romantic comedy film , beating '' my best friend 's wedding '' ( which also starred julia roberts ) ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['it', 'totalled', '$', '277', 'million', 'over', 'its', 'opening', 'weekend', ',', 'an', 'american', 'record', ',', 'the', 'biggest', 'opening', 'for', 'a', 'romantic', 'comedy', 'film', ',', 'beating', ""''"", 'my', 'best', 'friend', ""'s"", 'wedding', ""''"", '(', 'which', 'also', 'starred', 'julia', 'roberts', ')', '']",['us'],"['[cls]', 'it', 'totalled', '[ps]', 'us', '[pe]', '$', '277', 'million', 'over', 'its', 'opening', 'weekend', ',', 'an', 'american', 'record', ',', 'the', 'biggest', 'opening', 'for', 'a', 'romantic', 'comedy', 'film', ',', 'beating', ""''"", 'my', 'best', 'friend', ""'s"", 'wedding', ""''"", '(', 'which', 'also', 'starred', 'julia', 'roberts', ')', '[sep]']","[cls] it totalled [ps] us [pe] $ 277 million over its opening weekend , an american record , the biggest opening for a romantic comedy film , beating '' my best friend 's wedding '' ( which also starred julia roberts ) [sep]"
795,it obtains forward thrust by angling the rotor disc slightly forward so that a proportion of its lift is directed forwards ,and reverse thrust,it obtains forward thrust and reverse thrust by angling the rotor disc slightly forward so that a proportion of its lift is directed forwards ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['it', 'obtains', 'forward', 'thrust', 'by', 'angling', 'the', 'rotor', 'disc', 'slightly', 'forward', 'so', 'that', 'a', 'proportion', 'of', 'its', 'lift', 'is', 'directed', 'forwards', '']","['and', 'reverse', 'thrust']","['[cls]', 'it', 'obtains', 'forward', 'thrust', '[ps]', '[pe]', 'and', 'reverse', 'thrust', 'by', 'angling', 'the', 'rotor', 'disc', 'slightly', 'forward', 'so', 'that', 'a', 'proportion', 'of', 'its', 'lift', 'is', 'directed', 'forwards', '[sep]']",[cls] it obtains forward thrust [ps] [pe] and reverse thrust by angling the rotor disc slightly forward so that a proportion of its lift is directed forwards [sep]
796,"the culture held in common by most norfolk islanders is mainstream norfolk culture , traditions primarily inherited from the pitcairn settlers in 1856 ",194,"the culture held in common by most norfolk islanders is mainstream norfolk culture , traditions primarily inherited from the 194 pitcairn settlers in 1856 ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['the', 'culture', 'held', 'in', 'common', 'by', 'most', 'norfolk', 'islanders', 'is', 'mainstream', 'norfolk', 'culture', ',', 'traditions', 'primarily', 'inherited', 'from', 'the', 'pitcairn', 'settlers', 'in', '1856', '']",['194'],"['[cls]', 'the', 'culture', 'held', 'in', 'common', 'by', 'most', 'norfolk', 'islanders', 'is', 'mainstream', 'norfolk', 'culture', ',', 'traditions', 'primarily', 'inherited', 'from', 'the', '[ps]', '194', '[pe]', 'pitcairn', 'settlers', 'in', '1856', '[sep]']","[cls] the culture held in common by most norfolk islanders is mainstream norfolk culture , traditions primarily inherited from the [ps] 194 [pe] pitcairn settlers in 1856 [sep]"
797,"the atc was designed to be reminiscent of the old buildings , with many architectural elements borrowed from the alvarado hotel ",and the former train station,"the atc was designed to be reminiscent of the old buildings , with many architectural elements borrowed from the alvarado hotel and the former train station ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['the', 'atc', 'was', 'designed', 'to', 'be', 'reminiscent', 'of', 'the', 'old', 'buildings', ',', 'with', 'many', 'architectural', 'elements', 'borrowed', 'from', 'the', 'alvarado', 'hotel', '']","['and', 'the', 'former', 'train', 'station']","['[cls]', 'the', 'atc', 'was', 'designed', 'to', 'be', 'reminiscent', 'of', 'the', 'old', 'buildings', ',', 'with', 'many', 'architectural', 'elements', 'borrowed', 'from', 'the', 'alvarado', 'hotel', '[ps]', 'and', 'the', 'former', 'train', 'station', '[pe]', '[sep]']","[cls] the atc was designed to be reminiscent of the old buildings , with many architectural elements borrowed from the alvarado hotel [ps] and the former train station [pe] [sep]"
798,freamon tells mcnulty he owes daniels some loyalty after all he has done for him ,lieutenant,freamon tells mcnulty he owes lieutenant daniels some loyalty after all he has done for him ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['freamon', 'tells', 'mcnulty', 'he', 'owes', 'daniels', 'some', 'loyalty', 'after', 'all', 'he', 'has', 'done', 'for', 'him', '']",['lieutenant'],"['[cls]', 'freamon', 'tells', 'mcnulty', 'he', 'owes', '[ps]', 'lieutenant', '[pe]', 'daniels', 'some', 'loyalty', 'after', 'all', 'he', 'has', 'done', 'for', 'him', '[sep]']",[cls] freamon tells mcnulty he owes [ps] lieutenant [pe] daniels some loyalty after all he has done for him [sep]
799,the taoists had obtained their wealth and status by seizing buddhist temples ,haiiiiiii / / / / ♥,the taoists had obtained their wealth and status by seizing haiiiiiii / / / / ♥ buddhist temples ,"Adding spammy, useless or derogatory content","['the', 'taoists', 'had', 'obtained', 'their', 'wealth', 'and', 'status', 'by', 'seizing', 'buddhist', 'temples', '']","['haiiiiiii', '/', '/', '/', '/', '♥']","['[cls]', 'the', 'taoists', 'had', 'obtained', 'their', 'wealth', 'and', 'status', 'by', 'seizing', '[ps]', 'haiiiiiii', '/', '/', '/', '/', '♥', '[pe]', 'buddhist', 'temples', '[sep]']",[cls] the taoists had obtained their wealth and status by seizing [ps] haiiiiiii / / / / ♥ [pe] buddhist temples [sep]
800,"jeffrey c arndt , is the president and ceo ",at via,"jeffrey c arndt , is the president and ceo at via ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['jeffrey', 'c', 'arndt', ',', 'is', 'the', 'president', 'and', 'ceo', '']","['at', 'via']","['[cls]', 'jeffrey', 'c', 'arndt', ',', 'is', 'the', 'president', 'and', 'ceo', '[ps]', 'at', 'via', '[pe]', '[sep]']","[cls] jeffrey c arndt , is the president and ceo [ps] at via [pe] [sep]"
801,"he soon became an advocate of the italians who disapproved of some aspects of the lex sempronia , fearing that their land would be confiscated ",agraria,"he soon became an advocate of the italians who disapproved of some aspects of the lex sempronia agraria , fearing that their land would be confiscated ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['he', 'soon', 'became', 'an', 'advocate', 'of', 'the', 'italians', 'who', 'disapproved', 'of', 'some', 'aspects', 'of', 'the', 'lex', 'sempronia', ',', 'fearing', 'that', 'their', 'land', 'would', 'be', 'confiscated', '']",['agraria'],"['[cls]', 'he', 'soon', 'became', 'an', 'advocate', 'of', 'the', 'italians', 'who', 'disapproved', 'of', 'some', 'aspects', 'of', 'the', 'lex', 'sempronia', '[ps]', 'agraria', '[pe]', ',', 'fearing', 'that', 'their', 'land', 'would', 'be', 'confiscated', '[sep]']","[cls] he soon became an advocate of the italians who disapproved of some aspects of the lex sempronia [ps] agraria [pe] , fearing that their land would be confiscated [sep]"
802,by this time the george and dragon public house was in place at the intersection of george road and kingston hill ( a308 ) ,", near gallows hill , which was once the site of public executions by hanging","by this time the george and dragon public house was in place at the intersection of george road and kingston hill ( a308 ) , near gallows hill , which was once the site of public executions by hanging ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['by', 'this', 'time', 'the', 'george', 'and', 'dragon', 'public', 'house', 'was', 'in', 'place', 'at', 'the', 'intersection', 'of', 'george', 'road', 'and', 'kingston', 'hill', '(', 'a308', ')', '']","[',', 'near', 'gallows', 'hill', ',', 'which', 'was', 'once', 'the', 'site', 'of', 'public', 'executions', 'by', 'hanging']","['[cls]', 'by', 'this', 'time', 'the', 'george', 'and', 'dragon', 'public', 'house', 'was', 'in', 'place', 'at', 'the', 'intersection', 'of', 'george', 'road', 'and', 'kingston', 'hill', '(', 'a308', ')', '[ps]', ',', 'near', 'gallows', 'hill', ',', 'which', 'was', 'once', 'the', 'site', 'of', 'public', 'executions', 'by', 'hanging', '[pe]', '[sep]']","[cls] by this time the george and dragon public house was in place at the intersection of george road and kingston hill ( a308 ) [ps] , near gallows hill , which was once the site of public executions by hanging [pe] [sep]"
803,prominent variables used to explain the rate at which the good is purchased ( demanded ) are the price per unit of that good and wealth of the consumer ,", prices of related goods ,","prominent variables used to explain the rate at which the good is purchased ( demanded ) are the price per unit of that good , prices of related goods , and wealth of the consumer ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['prominent', 'variables', 'used', 'to', 'explain', 'the', 'rate', 'at', 'which', 'the', 'good', 'is', 'purchased', '(', 'demanded', ')', 'are', 'the', 'price', 'per', 'unit', 'of', 'that', 'good', 'and', 'wealth', 'of', 'the', 'consumer', '']","[',', 'prices', 'of', 'related', 'goods', ',']","['[cls]', 'prominent', 'variables', 'used', 'to', 'explain', 'the', 'rate', 'at', 'which', 'the', 'good', 'is', 'purchased', '(', 'demanded', ')', 'are', 'the', 'price', 'per', 'unit', 'of', 'that', 'good', '[ps]', ',', '[pe]', 'prices', 'of', 'related', 'goods', ',', 'and', 'wealth', 'of', 'the', 'consumer', '[sep]']","[cls] prominent variables used to explain the rate at which the good is purchased ( demanded ) are the price per unit of that good [ps] , [pe] prices of related goods , and wealth of the consumer [sep]"
804,"emmich lives in hoboken with his wife jill marissa gelade , an elementary school teacher ",roommates and his,"emmich lives in hoboken with his roommates and his wife jill marissa gelade , an elementary school teacher ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['emmich', 'lives', 'in', 'hoboken', 'with', 'his', 'wife', 'jill', 'marissa', 'gelade', ',', 'an', 'elementary', 'school', 'teacher', '']","['roommates', 'and', 'his']","['[cls]', 'emmich', 'lives', 'in', 'hoboken', 'with', 'his', '[ps]', '[pe]', 'roommates', 'and', 'his', 'wife', 'jill', 'marissa', 'gelade', ',', 'an', 'elementary', 'school', 'teacher', '[sep]']","[cls] emmich lives in hoboken with his [ps] [pe] roommates and his wife jill marissa gelade , an elementary school teacher [sep]"
805,"as early as in the 13th century , weitnau was an administrative center of the house of bregenz - hohenegg and enjoyed the right to hold a market ",and legal domicile,"as early as in the 13th century , weitnau was an administrative center and legal domicile of the house of bregenz - hohenegg and enjoyed the right to hold a market ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['as', 'early', 'as', 'in', 'the', '13th', 'century', ',', 'weitnau', 'was', 'an', 'administrative', 'center', 'of', 'the', 'house', 'of', 'bregenz', '-', 'hohenegg', 'and', 'enjoyed', 'the', 'right', 'to', 'hold', 'a', 'market', '']","['and', 'legal', 'domicile']","['[cls]', 'as', 'early', 'as', 'in', 'the', '13th', 'century', ',', 'weitnau', 'was', 'an', 'administrative', 'center', '[ps]', 'and', 'legal', 'domicile', '[pe]', 'of', 'the', 'house', 'of', 'bregenz', '-', 'hohenegg', 'and', 'enjoyed', 'the', 'right', 'to', 'hold', 'a', 'market', '[sep]']","[cls] as early as in the 13th century , weitnau was an administrative center [ps] and legal domicile [pe] of the house of bregenz - hohenegg and enjoyed the right to hold a market [sep]"
806,"lipa hosts a number of public and private universities such as the kolehiyo ng lungsod ng lipa , the mabini academy , de la salle lipa , lipa city colleges , philippine state college of aeronautics , university of batangas ","ama computer college - lipa ,","lipa hosts a number of public and private universities such as the kolehiyo ng lungsod ng lipa , the mabini academy , de la salle lipa , lipa city colleges , ama computer college - lipa , philippine state college of aeronautics , university of batangas ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['lipa', 'hosts', 'a', 'number', 'of', 'public', 'and', 'private', 'universities', 'such', 'as', 'the', 'kolehiyo', 'ng', 'lungsod', 'ng', 'lipa', ',', 'the', 'mabini', 'academy', ',', 'de', 'la', 'salle', 'lipa', ',', 'lipa', 'city', 'colleges', ',', 'philippine', 'state', 'college', 'of', 'aeronautics', ',', 'university', 'of', 'batangas', '']","['ama', 'computer', 'college', '-', 'lipa', ',']","['[cls]', 'lipa', 'hosts', 'a', 'number', 'of', 'public', 'and', 'private', 'universities', 'such', 'as', 'the', 'kolehiyo', 'ng', 'lungsod', 'ng', 'lipa', ',', 'the', '[pe]', 'mabini', 'academy', ',', 'de', 'la', 'salle', 'lipa', ',', 'lipa', 'city', 'colleges', ',', '[ps]', 'ama', 'computer', 'college', '-', 'lipa', ',', 'philippine', 'state', 'college', 'of', 'aeronautics', ',', 'university', 'of', 'batangas', '[sep]']","[cls] lipa hosts a number of public and private universities such as the kolehiyo ng lungsod ng lipa , the [pe] mabini academy , de la salle lipa , lipa city colleges , [ps] ama computer college - lipa , philippine state college of aeronautics , university of batangas [sep]"
807,"during that period , ten gm titles were awarded in 1965 , but only one in 1968 ",1966 and in,"during that period , ten gm titles were awarded in 1965 , but only one in 1966 and in 1968 ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['during', 'that', 'period', ',', 'ten', 'gm', 'titles', 'were', 'awarded', 'in', '1965', ',', 'but', 'only', 'one', 'in', '1968', '']","['1966', 'and', 'in']","['[cls]', 'during', 'that', 'period', ',', 'ten', 'gm', 'titles', 'were', 'awarded', 'in', '1965', '[pe]', ',', 'but', 'only', 'one', 'in', '[ps]', '1966', 'and', 'in', '1968', '[sep]']","[cls] during that period , ten gm titles were awarded in 1965 [pe] , but only one in [ps] 1966 and in 1968 [sep]"
