,base_sentence,phrase,edited_sentence,label,base_tokens,phrase_tokens,edited_tokens,Final_Text
702,the actor eventually kills a lonely waitress and sets about an investigation by the police to try to trap him ,", pat kroll ,","the actor eventually kills a lonely waitress , pat kroll , and sets about an investigation by the police to try to trap him ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'actor', 'eventually', 'kills', 'a', 'lonely', 'waitress', 'and', 'sets', 'about', 'an', 'investigation', 'by', 'the', 'police', 'to', 'try', 'to', 'trap', 'him', '']","[',', 'pat', 'kroll', ',']","['the', 'actor', 'eventually', 'kills', 'a', 'lonely', 'waitress', ',', 'pat', 'kroll', ',', 'and', 'sets', 'about', 'an', 'investigation', 'by', 'the', 'police', 'to', 'try', 'to', 'trap', 'him', '']",
703,"originally from ( upper casamance ) , diop achieved a from the for vocational training in ziguinchor in 1961 and then became a schoolteacher , headmaster of an elementary school , and mayor of kolda ",fuladu,"originally from fuladu ( upper casamance ) , diop achieved a from the for vocational training in ziguinchor in 1961 and then became a schoolteacher , headmaster of an elementary school , and mayor of kolda ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['originally', 'from', '(', 'upper', 'casamance', ')', ',', 'diop', 'achieved', 'a', 'from', 'the', 'for', 'vocational', 'training', 'in', 'ziguinchor', 'in', '1961', 'and', 'then', 'became', 'a', 'schoolteacher', ',', 'headmaster', 'of', 'an', 'elementary', 'school', ',', 'and', 'mayor', 'of', 'kolda', '']",['fuladu'],"['originally', 'from', 'fuladu', '(', 'upper', 'casamance', ')', ',', 'diop', 'achieved', 'a', 'from', 'the', 'for', 'vocational', 'training', 'in', 'ziguinchor', 'in', '1961', 'and', 'then', 'became', 'a', 'schoolteacher', ',', 'headmaster', 'of', 'an', 'elementary', 'school', ',', 'and', 'mayor', 'of', 'kolda', '']",
704,"the company was originally based in cincinnati , ohio , but has now relocated to nearby newport , kentucky ",next to kroger headquarters,"the company was originally based next to kroger headquarters in cincinnati , ohio , but has now relocated to nearby newport , kentucky ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'company', 'was', 'originally', 'based', 'in', 'cincinnati', ',', 'ohio', ',', 'but', 'has', 'now', 'relocated', 'to', 'nearby', 'newport', ',', 'kentucky', '']","['next', 'to', 'kroger', 'headquarters']","['the', 'company', 'was', 'originally', 'based', 'next', 'to', 'kroger', 'headquarters', 'in', 'cincinnati', ',', 'ohio', ',', 'but', 'has', 'now', 'relocated', 'to', 'nearby', 'newport', ',', 'kentucky', '']",
705,"the single version fades out after the first key change , more than a minute earlier than the album version ( which features two more key changes ) ",and '' oom pa - pa mow mow '' choruses,"the single version fades out after the first key change , more than a minute earlier than the album version ( which features two more key changes and '' oom pa - pa mow mow '' choruses ) ","Wikification ( formating style, adding or removing links etc)","['the', 'single', 'version', 'fades', 'out', 'after', 'the', 'first', 'key', 'change', ',', 'more', 'than', 'a', 'minute', 'earlier', 'than', 'the', 'album', 'version', '(', 'which', 'features', 'two', 'more', 'key', 'changes', ')', '']","['and', ""''"", 'oom', 'pa', '-', 'pa', 'mow', 'mow', ""''"", 'choruses']","['the', 'single', 'version', 'fades', 'out', 'after', 'the', 'first', 'key', 'change', ',', 'more', 'than', 'a', 'minute', 'earlier', 'than', 'the', 'album', 'version', '(', 'which', 'features', 'two', 'more', 'key', 'changes', 'and', ""''"", 'oom', 'pa', '-', 'pa', 'mow', 'mow', ""''"", 'choruses', ')', '']",
706,"john graves simcoe was the only son of john and katherine simcoe ( although his parents had four children , he was the only one to live past childhood ) ",ok but christian crossley was,"john graves simcoe was ok but christian crossley was the only son of john and katherine simcoe ( although his parents had four children , he was the only one to live past childhood ) ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['john', 'graves', 'simcoe', 'was', 'the', 'only', 'son', 'of', 'john', 'and', 'katherine', 'simcoe', '(', 'although', 'his', 'parents', 'had', 'four', 'children', ',', 'he', 'was', 'the', 'only', 'one', 'to', 'live', 'past', 'childhood', ')', '']","['ok', 'but', 'christian', 'crossley', 'was']","['john', 'graves', 'simcoe', 'was', 'ok', 'but', 'christian', 'crossley', 'was', 'the', 'only', 'son', 'of', 'john', 'and', 'katherine', 'simcoe', '(', 'although', 'his', 'parents', 'had', 'four', 'children', ',', 'he', 'was', 'the', 'only', 'one', 'to', 'live', 'past', 'childhood', ')', '']",
707,"here the road becomes the b4114 , after a short diversion under the m6 , leaving the birmingham conurbation to pass through coleshill ",at castle bromwich,"here the road becomes the b4114 , after a short diversion under the m6 at castle bromwich , leaving the birmingham conurbation to pass through coleshill ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['here', 'the', 'road', 'becomes', 'the', 'b4114', ',', 'after', 'a', 'short', 'diversion', 'under', 'the', 'm6', ',', 'leaving', 'the', 'birmingham', 'conurbation', 'to', 'pass', 'through', 'coleshill', '']","['at', 'castle', 'bromwich']","['here', 'the', 'road', 'becomes', 'the', 'b4114', ',', 'after', 'a', 'short', 'diversion', 'under', 'the', 'm6', 'at', 'castle', 'bromwich', ',', 'leaving', 'the', 'birmingham', 'conurbation', 'to', 'pass', 'through', 'coleshill', '']",
708,"in the mid- 1970s , the beach volleyball tour consisted of 12 tournaments played from san diego to santa cruz ","up and down the southern california coast ,","in the mid- 1970s , the beach volleyball tour consisted of 12 tournaments played up and down the southern california coast , from san diego to santa cruz ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['in', 'the', 'mid-', '1970s', ',', 'the', 'beach', 'volleyball', 'tour', 'consisted', 'of', '12', 'tournaments', 'played', 'from', 'san', 'diego', 'to', 'santa', 'cruz', '']","['up', 'and', 'down', 'the', 'southern', 'california', 'coast', ',']","['in', 'the', 'mid-', '1970s', ',', 'the', 'beach', 'volleyball', 'tour', 'consisted', 'of', '12', 'tournaments', 'played', 'up', 'and', 'down', 'the', 'southern', 'california', 'coast', ',', 'from', 'san', 'diego', 'to', 'santa', 'cruz', '']",
709,"hollow fragment '' is an upcoming game for the playstation vita , which will be released in japan on april 24 , 2014 ",rated c on the cero rating scale,"hollow fragment '' is an upcoming game for the playstation vita , which will be released in japan on april 24 , 2014 rated c on the cero rating scale ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['hollow', 'fragment', ""''"", 'is', 'an', 'upcoming', 'game', 'for', 'the', 'playstation', 'vita', ',', 'which', 'will', 'be', 'released', 'in', 'japan', 'on', 'april', '24', ',', '2014', '']","['rated', 'c', 'on', 'the', 'cero', 'rating', 'scale']","['hollow', 'fragment', ""''"", 'is', 'an', 'upcoming', 'game', 'for', 'the', 'playstation', 'vita', ',', 'which', 'will', 'be', 'released', 'in', 'japan', 'on', 'april', '24', ',', '2014', 'rated', 'c', 'on', 'the', 'cero', 'rating', 'scale', '']",
710,"he is the brother of keenan , kim , nadia , damon , shawn and marlon ","elvira wayans ( who was named after her mother ) ,","he is the brother of keenan , kim , elvira wayans ( who was named after her mother ) , nadia , damon , shawn and marlon ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['he', 'is', 'the', 'brother', 'of', 'keenan', ',', 'kim', ',', 'nadia', ',', 'damon', ',', 'shawn', 'and', 'marlon', '']","['elvira', 'wayans', '(', 'who', 'was', 'named', 'after', 'her', 'mother', ')', ',']","['he', 'is', 'the', 'brother', 'of', 'keenan', ',', 'kim', ',', 'elvira', 'wayans', '(', 'who', 'was', 'named', 'after', 'her', 'mother', ')', ',', 'nadia', ',', 'damon', ',', 'shawn', 'and', 'marlon', '']",
711,on 18 march the prince was deposed by the national assembly and power fell into the hands of the pro-american general lon nol ,nollon,on 18 march the prince was deposed by the national assembly and power fell into the hands of the pro-american general lon nollon nol ,"Adding spammy, useless or derogatory content","['on', '18', 'march', 'the', 'prince', 'was', 'deposed', 'by', 'the', 'national', 'assembly', 'and', 'power', 'fell', 'into', 'the', 'hands', 'of', 'the', 'pro-american', 'general', 'lon', 'nol', '']",['nollon'],"['on', '18', 'march', 'the', 'prince', 'was', 'deposed', 'by', 'the', 'national', 'assembly', 'and', 'power', 'fell', 'into', 'the', 'hands', 'of', 'the', 'pro-american', 'general', 'lon', 'nollon', 'nol', '']",
712,cybertown ( ct ) ( formally colonycity ) is an subscription based online community ,that has declined to a virtual ghost town over the last few years,cybertown ( ct ) ( formally colonycity ) is an subscription based online community that has declined to a virtual ghost town over the last few years ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['cybertown', '(', 'ct', ')', '(', 'formally', 'colonycity', ')', 'is', 'an', 'subscription', 'based', 'online', 'community', '']","['that', 'has', 'declined', 'to', 'a', 'virtual', 'ghost', 'town', 'over', 'the', 'last', 'few', 'years']","['cybertown', '(', 'ct', ')', '(', 'formally', 'colonycity', ')', 'is', 'an', 'subscription', 'based', 'online', 'community', 'that', 'has', 'declined', 'to', 'a', 'virtual', 'ghost', 'town', 'over', 'the', 'last', 'few', 'years', '']",
713,united states relations and the battle of okinawa of 1945 ,", post-war occupation of military in prefectures","united states relations , post-war occupation of military in prefectures and the battle of okinawa of 1945 ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['united', 'states', 'relations', 'and', 'the', 'battle', 'of', 'okinawa', 'of', '1945', '']","[',', 'post-war', 'occupation', 'of', 'military', 'in', 'prefectures']","['united', 'states', 'relations', ',', 'post-war', 'occupation', 'of', 'military', 'in', 'prefectures', 'and', 'the', 'battle', 'of', 'okinawa', 'of', '1945', '']",
714,"apart from winning five million naira , a hyundai car , and endorsement deals , awka - native igwe represented nigeria at miss world 2008 in south africa ",etiti -,"apart from winning five million naira , a hyundai car , and endorsement deals , awka - etiti - native igwe represented nigeria at miss world 2008 in south africa ","Adding spammy, useless or derogatory content","['apart', 'from', 'winning', 'five', 'million', 'naira', ',', 'a', 'hyundai', 'car', ',', 'and', 'endorsement', 'deals', ',', 'awka', '-', 'native', 'igwe', 'represented', 'nigeria', 'at', 'miss', 'world', '2008', 'in', 'south', 'africa', '']","['etiti', '-']","['apart', 'from', 'winning', 'five', 'million', 'naira', ',', 'a', 'hyundai', 'car', ',', 'and', 'endorsement', 'deals', ',', 'awka', '-', 'etiti', '-', 'native', 'igwe', 'represented', 'nigeria', 'at', 'miss', 'world', '2008', 'in', 'south', 'africa', '']",
715,"the coca - cola company , home depot , united parcel service , delta air lines , at&t mobility , and newell rubbermaid ","dell ,","dell , the coca - cola company , home depot , united parcel service , delta air lines , at&t mobility , and newell rubbermaid ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['the', 'coca', '-', 'cola', 'company', ',', 'home', 'depot', ',', 'united', 'parcel', 'service', ',', 'delta', 'air', 'lines', ',', 'at&t', 'mobility', ',', 'and', 'newell', 'rubbermaid', '']","['dell', ',']","['dell', ',', 'the', 'coca', '-', 'cola', 'company', ',', 'home', 'depot', ',', 'united', 'parcel', 'service', ',', 'delta', 'air', 'lines', ',', 'at&t', 'mobility', ',', 'and', 'newell', 'rubbermaid', '']",
716,yatesville is the smallest community in greater pittston ,the borough of,the borough of yatesville is the smallest community in greater pittston ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['yatesville', 'is', 'the', 'smallest', 'community', 'in', 'greater', 'pittston', '']","['the', 'borough', 'of']","['the', 'borough', 'of', 'yatesville', 'is', 'the', 'smallest', 'community', 'in', 'greater', 'pittston', '']",
717,"legolas did not return to mirkwood , but instead journeyed into the south and played a key role in the war of the ring which began in early ta 3018 ",immediately,"legolas did not return immediately to mirkwood , but instead journeyed into the south and played a key role in the war of the ring which began in early ta 3018 ","Wikification ( formating style, adding or removing links etc)","['legolas', 'did', 'not', 'return', 'to', 'mirkwood', ',', 'but', 'instead', 'journeyed', 'into', 'the', 'south', 'and', 'played', 'a', 'key', 'role', 'in', 'the', 'war', 'of', 'the', 'ring', 'which', 'began', 'in', 'early', 'ta', '3018', '']",['immediately'],"['legolas', 'did', 'not', 'return', 'immediately', 'to', 'mirkwood', ',', 'but', 'instead', 'journeyed', 'into', 'the', 'south', 'and', 'played', 'a', 'key', 'role', 'in', 'the', 'war', 'of', 'the', 'ring', 'which', 'began', 'in', 'early', 'ta', '3018', '']",
718,"as a teenager itself , gopi was noticed as a promising student , and he did n't belie expectations ",", whose real name is vadakke manalath govindan nair ,","as a teenager itself , gopi , whose real name is vadakke manalath govindan nair , was noticed as a promising student , and he did n't belie expectations ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['as', 'a', 'teenager', 'itself', ',', 'gopi', 'was', 'noticed', 'as', 'a', 'promising', 'student', ',', 'and', 'he', 'did', ""n't"", 'belie', 'expectations', '']","[',', 'whose', 'real', 'name', 'is', 'vadakke', 'manalath', 'govindan', 'nair', ',']","['as', 'a', 'teenager', 'itself', ',', 'gopi', ',', 'whose', 'real', 'name', 'is', 'vadakke', 'manalath', 'govindan', 'nair', ',', 'was', 'noticed', 'as', 'a', 'promising', 'student', ',', 'and', 'he', 'did', ""n't"", 'belie', 'expectations', '']",
